frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time
113A_05871_131313,20201017.0000,113.4973,31.2952,-10.3059,13.9786,2.3296,39.6017,878893.5982,10:28:12.926889
113A_06070_131313,20201017.0000,113.9209,29.3018,-10.3757,13.9865,2.3296,39.6352,878893.5982,10:27:39.833460
113D_08140_101412,20170307.0000,-79.7428,8.5155,-168.5834,14.0298,2.3296,33.9055,877656.2679,11:06:31.637790
113D_08154_101614,20200619.0000,-79.7844,8.3490,-168.5765,14.0297,2.3296,39.6494,877657.4327,11:06:58.199865
113D_08269_000303,20200806.0000,-80.3998,7.2933,-168.5488,14.0159,2.3296,41.7038,900885.4977,11:07:20.724097
114A_04206_121213,20200818.0000,84.9491,47.9337,-10.0721,13.9398,2.3296,39.2572,879213.4138,12:11:32.518635
114A_04399_131313,20200911.0000,85.4459,46.0047,-10.0517,13.9416,2.3296,39.3061,879213.4138,12:11:01.577411
114A_04598_131313,20200923.0000,85.9531,44.0204,-10.0378,13.9528,2.3296,39.3530,879215.7433,12:10:28.846964
114A_04796_131313,20200818.0000,86.4338,42.0344,-10.0468,13.9532,2.3296,39.4002,879215.7433,12:09:54.114017
114A_04994_131313,20160908.0000,86.8898,40.0483,-10.0781,13.9582,2.3296,33.7115,879257.8419,12:08:57.021916
114A_05193_131313,20160908.0000,87.3648,38.0643,-10.0998,13.9735,2.3296,33.7906,879257.8419,12:08:23.921293
114A_05391_131313,20160908.0000,87.8493,36.0767,-10.1208,13.9774,2.3296,33.8279,879257.8419,12:07:50.824782
114A_05591_131313,20160908.0000,88.2832,34.0867,-10.1777,13.9813,2.3296,33.8635,879257.8419,12:07:17.729297
114A_05790_131313,20160908.0000,88.7170,32.0942,-10.2390,13.9893,2.3296,33.9294,879257.8419,12:06:44.628674
114A_05990_131313,20160908.0000,89.1297,30.1021,-10.3150,13.9919,2.3296,33.9609,879257.8419,12:06:11.533190
114A_06191_131313,20160908.0000,89.5369,28.0998,-10.3983,13.9913,2.3296,33.9913,879257.8419,12:05:38.429484
114A_06391_131313,20200315.0000,89.9185,26.1033,-10.4951,13.9934,2.3296,39.7025,879215.7433,12:05:21.612118
114A_06590_131313,20160920.0000,90.2906,24.1024,-10.5979,13.9991,2.3296,33.8867,878037.6506,12:04:32.714835
114A_06765_080913,20160920.0000,90.6222,22.4925,-10.6700,13.9991,2.3296,33.8867,878037.6506,12:04:06.034741
114D_06892_131313,20210415.0000,-101.9378,21.0614,-169.2715,14.0022,2.3296,39.6651,878077.2531,12:42:15.797695
114D_07092_131313,20170307.0000,-102.3355,19.0622,-169.1704,14.0103,2.3296,33.9337,878074.9235,12:42:22.763527
114D_07102_151413,20200619.0000,-102.3598,18.9562,-169.1677,14.0102,2.3296,39.6793,878074.9235,12:42:48.370323
114D_07209_030200,20210415.0000,-102.2034,17.8924,-169.0030,14.0108,2.3296,37.0484,851180.1302,12:43:07.232852
115A_05011_131313,20160920.0000,62.2228,39.8921,-10.0924,13.9570,2.3296,33.6831,879027.2152,13:47:39.619554
115A_05210_131313,20160920.0000,62.6792,37.9034,-10.1260,13.9653,2.3296,33.7626,879027.2152,13:47:06.523042
115A_05409_131313,20160920.0000,63.1363,35.9146,-10.1636,13.9708,2.3296,33.8001,879027.2152,13:46:33.421392
115A_05608_131313,20160920.0000,63.5798,33.9236,-10.2136,13.9746,2.3296,33.8360,879027.2152,13:46:00.321795
115A_05807_131313,20160920.0000,64.0010,31.9316,-10.2800,13.9809,2.3296,33.9022,879027.2152,13:45:27.222200
115A_06007_131313,20160920.0000,64.4232,29.9368,-10.3501,13.9851,2.3296,33.9322,879027.2152,13:44:54.114382
115A_06206_131313,20160920.0000,64.8388,27.9433,-10.4266,13.9893,2.3296,33.9615,879027.2152,13:44:21.020954
115A_06395_111113,20160920.0000,65.2308,26.0295,-10.5067,13.9919,2.3296,33.9896,879027.2152,13:43:49.292415
115D_03809_131313,20170301.0000,-119.5939,51.8972,-169.8531,13.9261,2.3296,33.5579,881028.7010,14:11:19.288679
115D_04208_141313,20170301.0000,-120.6726,47.9087,-169.9461,13.9348,2.3296,33.6939,881028.7010,14:12:25.902064
115D_04601_131313,20170307.0000,-121.6494,43.9611,-169.9541,13.9461,2.3296,33.6242,879618.4248,14:14:13.880026
115D_04800_131313,20170307.0000,-122.1401,41.9758,-169.9515,13.9506,2.3296,33.6705,879618.4248,14:14:46.984760
115D_04999_131313,20170307.0000,-122.6060,39.9857,-169.9270,13.9538,2.3296,33.7133,879618.4248,14:15:20.088466
116A_04861_050200,20160908.0000,36.7134,41.5036,-10.3687,13.9556,2.3296,33.6996,852542.7577,15:26:51.486498
116A_04961_171411,20200613.0000,37.4053,40.5649,-10.0654,13.9617,2.3296,39.5131,879886.0507,15:26:13.311385
116A_04978_131311,20160908.0000,37.4701,40.2650,-10.0747,13.9605,2.3296,33.7407,879319.9081,15:26:29.903158
116A_05167_121313,20160908.0000,37.9173,38.3317,-10.1046,13.9629,2.3296,33.7806,879319.9081,15:25:57.754256
116A_05367_141313,20160908.0000,38.3605,36.3381,-10.1508,13.9700,2.3296,33.8562,879319.9081,15:25:24.598134
116A_05582_141515,20160908.0000,38.8261,34.1846,-10.2125,13.9741,2.3296,33.8915,879319.9081,15:24:48.802676
116A_07393_131313,20190514.0000,42.5578,16.0787,-10.9847,14.0179,2.3296,39.6946,878037.2104,15:19:18.704007
116A_07590_121313,20190502.0000,42.9593,14.0801,-11.0920,14.0216,2.3296,39.6986,878036.0456,15:18:45.221432
116A_07783_141305,20190502.0000,43.3412,12.1632,-11.1999,14.0248,2.3296,39.6981,878036.0456,15:18:13.502142
117A_04258_131313,20160908.0000,11.0303,47.4225,-10.0635,13.9423,2.3296,33.6627,880142.4099,17:07:13.770430
117A_04454_131312,20160908.0000,11.5457,45.4386,-10.0402,13.9436,2.3296,33.7066,880141.2451,17:06:40.669808
117A_04664_131312,20160908.0000,12.0535,43.3959,-10.0381,13.9506,2.3296,33.7925,880144.7394,17:06:06.652407
117A_04827_031113,20160908.0000,12.5137,41.4093,-10.0628,13.9543,2.3296,33.8340,880144.7394,17:05:33.544589
117A_05199_050709,20160908.0000,13.3254,37.9301,-10.1118,13.9620,2.3296,33.9137,880144.7394,17:04:35.621068
117D_02065_040404,20210310.0000,-161.7775,69.3254,-167.0565,13.8943,2.3296,39.1186,882583.9575,17:25:02.496229
117D_03705_010404,20200911.0000,-168.6961,52.8602,-169.8194,13.9242,2.3296,39.3528,881171.2444,17:29:42.910169
118A_02381_080510,20200601.0000,-20.3612,66.2785,-12.0433,13.9002,2.3296,39.0896,881678.1496,18:50:52.478747
118A_02507_211817,20201222.0000,-19.8395,65.0843,-11.8172,13.9020,2.3296,39.1041,881678.1496,18:50:36.747693
118D_02678_131313,20200315.0000,170.3425,63.2020,-168.6964,13.9005,2.3296,39.2388,882452.3372,19:05:24.899552
118D_02874_131313,20200315.0000,169.5176,61.2352,-169.0248,13.9069,2.3296,39.2824,882452.3372,19:05:57.997092
118D_12767_121313,20200725.0000,144.9161,-37.6932,-163.4630,14.0681,2.3296,38.6845,882783.1349,19:33:31.541748
119D_05226_070704,20190731.0000,138.1456,37.7863,-169.8909,13.9629,2.3296,39.5310,879115.2394,20:51:14.364226
119D_05226_130704,20201011.0000,138.2706,38.2821,-169.8912,13.9585,2.3296,39.5147,879110.4730,20:50:33.839377
119D_05372_141313,20170307.0000,137.8241,36.2660,-169.8444,13.9628,2.3296,33.7726,879111.7451,20:51:20.050486
119D_05525_040809,20170903.0000,137.4363,34.6058,-169.8143,13.9697,2.3296,39.5939,879115.2394,20:51:56.477003
119D_09037_151011,20200725.0000,130.3078,-0.1534,-168.0226,14.0446,2.3296,39.7223,879270.8209,21:01:49.671139
119D_09370_100707,20170319.0000,129.5607,-3.6802,-167.7637,14.0492,2.3296,34.0102,879270.8209,21:02:22.288282
120A_08993_090910,20201128.0000,-77.5746,0.0692,-11.9636,14.0510,2.3296,39.6711,878982.8462,23:28:49.551487
120A_08993_090910_orig,20201128.0000,,,-11.9636,14.0510,2.3296,39.6711,878982.8462,23:28:49.551487
120A_09002_080809,20201104.0000,-77.5582,-0.0142,-11.9702,14.0510,2.3296,39.6699,878982.8462,23:28:48.706491
120A_09163_131313,20191128.0000,-77.2263,-1.6276,-12.0831,14.0506,2.3296,39.5521,878001.7088,23:28:57.016835
120A_09363_131313,20200812.0000,-76.8011,-3.6273,-12.2306,14.0515,2.3296,39.6010,878982.8462,23:27:46.839218
120A_10362_131313,20200731.0000,-74.5342,-13.6003,-13.0712,14.0633,2.3296,39.3334,878982.8462,23:25:00.687597
120A_11498_000010,20200719.0000,-70.5220,-24.9548,-14.8555,14.0611,2.3296,43.5143,932766.7805,23:21:47.180065
120A_11695_001013,20200613.0000,-70.5882,-26.8121,-14.8447,14.0702,2.3296,41.2008,905323.3726,23:21:15.780606
120A_11887_131313,20200613.0000,-70.3845,-28.8583,-14.9425,14.0708,2.3296,39.0504,882392.3269,23:20:43.091094
120A_12080_121313,20200613.0000,-69.7968,-30.8308,-15.2445,14.0735,2.3296,38.9601,882392.3269,23:20:09.995610
120D_03364_131313,20170301.0000,118.3825,56.3363,-169.5617,13.9174,2.3296,33.5297,881425.7249,22:23:47.575558
120D_07508_041113,20160908.0000,108.7778,15.1283,-168.9590,14.0168,2.3296,33.9217,877665.0871,22:35:58.432837
120D_09443_131313,20170307.0000,104.7220,-4.4445,-167.7084,14.0508,2.3296,33.8108,878296.8975,22:41:19.262933
121A_06761_101111,20200806.0000,-82.1326,22.3574,-10.6677,14.0013,2.3296,39.7532,879163.6609,23:35:38.569586
121A_08741_060711,20200812.0000,-78.1461,2.7573,-11.7788,14.0428,2.3296,39.7101,878982.8462,23:29:32.553394
121A_08908_131313,20210115.0000,-77.7558,0.9274,-11.9030,14.0510,2.3296,39.6855,878982.8462,23:29:01.570011
121A_90526_090807,20210115.0000,-77.6687,0.5107,-11.9333,14.0510,2.3296,39.6790,878982.8462,23:28:54.661286
121D_04079_131313,20200918.0000,91.5297,49.1849,-169.9439,13.9301,2.3296,39.4334,881255.6668,0:05:00.835842
121D_04675_131313,20200918.0000,90.0081,43.2331,-169.9911,13.9447,2.3296,39.5772,881255.6668,0:06:40.138738
121D_04874_131313,20200825.0000,89.5469,41.2458,-169.9643,13.9476,2.3296,39.6259,881254.5021,0:07:12.306240
121D_05072_131313,20190620.0000,89.0597,39.2611,-169.9534,13.9555,2.3296,39.6623,881157.8252,0:07:34.994093
121D_05271_131313,20160921.0000,88.6288,37.2693,-169.8993,13.9688,2.3296,33.7665,879198.9373,0:08:36.367536
121D_05470_131313,20160921.0000,88.1733,35.2822,-169.8586,13.9737,2.3296,33.8048,879201.2668,0:09:09.473299
121D_05668_131313,20160921.0000,87.7384,33.2889,-169.8001,13.9773,2.3296,33.8415,879198.9373,0:09:42.571865
121D_05867_131313,20160921.0000,87.3122,31.2961,-169.7331,13.9851,2.3296,33.9096,879201.2668,0:10:15.673516
121D_06067_131313,20160921.0000,86.8964,29.3044,-169.6574,13.9901,2.3296,33.9408,879201.2668,0:10:48.771055
121D_06267_131313,20160921.0000,86.5066,27.3027,-169.5649,13.9932,2.3296,33.9700,879198.9373,0:11:21.867568
121D_06468_131313,20160921.0000,86.2147,25.7192,-169.4820,13.9908,2.3296,34.0200,879201.2668,0:11:48.070773
122A_04687_131313,20190515.0000,-111.2917,43.1269,-10.0251,13.9549,2.3296,39.4501,879718.3222,1:19:15.029952
122A_04886_131313,20191229.0000,-110.8192,41.1399,-10.0429,13.9591,2.3296,39.4905,879719.4870,1:18:47.759313
122A_05483_131313,20190515.0000,-109.4713,35.1707,-10.1647,13.9741,2.3296,39.6256,879718.3222,1:17:02.626433
122A_06886_000416,20190509.0000,-106.1337,20.9709,-10.5933,13.9817,2.3296,41.7154,901010.7949,1:13:47.108068
122D_04378_131313,20160927.0000,66.0803,46.1963,-169.9739,13.9353,2.3296,33.7964,881532.7184,1:44:10.416665
122D_04577_131313,20160909.0000,65.5384,43.8738,-169.9527,13.9464,2.3296,33.5623,879026.5497,1:45:30.390045
122D_04974_131313,20160909.0000,64.6791,40.2317,-169.9179,13.9541,2.3296,33.6534,879026.5497,1:46:31.077262
122D_05173_131313,20160909.0000,64.2199,38.2434,-169.8866,13.9576,2.3296,33.6940,879026.5497,1:47:04.177885
122D_05372_131313,20160909.0000,63.7714,36.2566,-169.8449,13.9613,2.3296,33.7332,879026.5497,1:47:37.274396
122D_05571_131313,20160909.0000,63.3170,34.2655,-169.8018,13.9728,2.3296,33.8073,879026.5497,1:48:10.371936
122D_05771_131313,20160909.0000,62.8838,32.2716,-169.7421,13.9764,2.3296,33.8419,879026.5497,1:48:43.467420
122D_05971_131313,20160909.0000,62.4727,30.2786,-169.6667,13.9773,2.3296,33.8746,879026.5497,1:49:16.563932
122D_06170_131313,20160909.0000,62.0558,28.2858,-169.5914,13.9848,2.3296,33.9341,879027.7145,1:49:49.654278
122D_06369_131313,20160909.0000,61.6428,26.3238,-169.5146,13.9896,2.3296,33.9607,879027.7145,1:50:22.743595
122D_06378_141414,20200620.0000,61.6254,26.3258,-169.5238,13.9895,2.3296,39.6904,879027.7145,1:50:44.711925
122D_06480_030202,20160909.0000,61.4236,25.3268,-169.4769,13.9911,2.3296,33.9835,879026.5497,1:50:40.661879
123A_02045_121009,20201024.0000,-145.7929,69.6497,-13.1915,13.8958,2.3296,39.1081,882575.3638,3:05:38.531165
123A_02219_131313,20201024.0000,-144.4849,67.8110,-12.3663,13.8963,2.3296,39.1427,882576.5286,3:05:07.291848
123A_02414_131313,20210305.0000,-143.5343,65.8545,-11.9044,13.8996,2.3296,39.1813,882576.5286,3:04:30.294736
123A_02807_131313,20200906.0000,-141.6710,61.9323,-11.0405,13.9091,2.3296,39.2729,882575.3638,3:03:27.240706
123D_04534_131313,20160909.0000,41.0477,44.6406,-169.9480,13.9400,2.3296,33.5898,879671.6719,3:24:02.281387
123D_04674_090603,20160909.0000,40.6121,42.9833,-169.9655,13.9497,2.3296,33.6759,879671.6719,3:24:29.855648
123D_04925_130707,20160909.0000,40.1747,41.0525,-169.9340,13.9510,2.3296,39.4693,879669.3423,3:25:02.085743
123D_05095_141313,20160909.0000,39.6830,39.0383,-169.9208,13.9579,2.3296,33.7586,879671.6719,3:25:35.595421
123D_05293_121313,20160909.0000,39.2520,37.0440,-169.8677,13.9602,2.3296,33.7986,879671.6719,3:26:08.755655
123D_05489_131313,20160909.0000,38.8186,35.0817,-169.8181,13.9662,2.3296,33.8743,879671.6719,3:26:41.383501
123D_05689_131313,20160909.0000,38.3841,33.0911,-169.7610,13.9707,2.3296,33.9099,879671.6719,3:27:14.478985
123D_07780_131313,20161208.0000,34.1244,12.1796,-168.7975,14.0212,2.3296,33.8999,877793.1057,3:32:19.016102
123D_07980_131313,20161208.0000,33.7194,10.1809,-168.6826,14.0246,2.3296,33.8971,877793.1057,3:32:52.114670
123D_08180_131313,20161214.0000,33.3078,8.1780,-168.5655,14.0302,2.3296,33.8792,877690.7122,3:34:06.952539
124A_02814_000003,20210305.0000,-164.6460,61.8734,-9.5540,13.8335,2.3296,43.5469,932844.9872,4:42:05.197201
124A_02951_051312,20200813.0000,-165.9305,60.7098,-10.9145,13.9088,2.3296,39.2603,882157.2075,4:41:50.083169
124A_03521_060410,20191030.0000,-163.8539,54.9046,-10.3023,13.9198,2.3296,39.3191,881364.9900,4:40:08.324464
124A_06996_091406,20181222.0000,-155.7198,20.0363,-10.7817,14.0064,2.3296,39.6799,877839.8633,4:30:20.568886
124D_04017_131313,20160909.0000,17.6989,49.8025,-169.8837,13.9270,2.3296,33.5236,880393.0042,5:01:20.658065
124D_04216_131313,20160909.0000,17.1550,47.8209,-169.9341,13.9341,2.3296,33.6122,880393.0042,5:01:53.758688
124D_04414_131313,20160909.0000,16.6505,45.8389,-169.9503,13.9373,2.3296,33.6562,880393.0042,5:02:26.860339
124D_04599_131308,20160909.0000,16.1587,43.8825,-169.9576,13.9411,2.3296,33.6999,880393.0042,5:02:59.475851
124D_04854_171313,20160909.0000,15.6169,41.5937,-169.9381,13.9480,2.3296,33.7854,880391.8394,5:03:37.608476
124D_05178_010601,20160909.0000,14.8541,38.4413,-169.9116,13.9560,2.3296,33.8676,880393.0042,5:04:30.097107
124D_05291_081406,20160909.0000,14.5166,36.8408,-169.8638,13.9596,2.3296,33.9071,880391.8394,5:04:56.714505
124D_08647_050000,20170308.0000,8.4323,3.5189,-168.2454,14.0373,2.3296,33.9049,823491.1227,5:14:03.245703
125A_02695_131313,20200316.0000,168.4305,63.0427,-11.2812,13.9053,2.3296,39.2133,882308.7363,6:21:48.230546
125A_02884_101313,20200316.0000,169.2497,61.0752,-10.9586,13.9074,2.3296,39.2573,882308.7363,6:21:15.134035
125A_13317_141516,20191229.0000,171.5033,-43.2883,-18.0189,14.0666,2.3296,38.7351,885963.5456,7:30:19.613196
126A_04429_040405,20190503.0000,149.3028,45.7912,-10.0306,13.9416,2.3296,39.4363,880270.2622,7:54:57.279356
126A_09391_171213,20210311.0000,135.1722,-4.0286,-12.2614,14.0529,2.3296,39.5376,878322.1899,9:20:47.681596
127A_06092_000008,20190503.0000,129.2652,29.0848,-9.9529,13.9339,2.3296,43.9025,929345.6522,9:29:01.629793
127A_06256_070603,20190503.0000,128.7431,27.2241,-10.4619,13.9898,2.3296,39.6194,878306.1085,9:28:33.115116
127A_09749_121312,20190503.0000,111.2442,-7.4818,-12.5318,14.0554,2.3296,39.4802,878657.3732,10:57:42.772715
127D_10022_131313,20200930.0000,-69.3912,-10.3200,-167.2319,14.0579,2.3296,39.5281,879822.4870,10:13:54.342208
127D_10221_131313,20200930.0000,-69.8746,-12.2226,-167.0521,14.0596,2.3296,39.4684,879822.4870,10:14:27.440776
127D_10619_131313,20170302.0000,-70.8332,-16.2008,-166.6645,14.0716,2.3296,33.6355,879701.3498,10:15:04.419712
128A_04145_131313,20160921.0000,99.2273,48.5481,-10.0535,13.9377,2.3296,33.6566,880798.8472,11:13:43.077968
128A_04973_131313,20160909.0000,101.2359,40.2697,-10.0770,13.9608,2.3296,33.6438,878719.5467,11:11:24.709414
128A_05172_131313,20160909.0000,101.6999,38.2831,-10.1051,13.9677,2.3296,33.6839,878719.5467,11:10:51.606734
128A_05371_131313,20160909.0000,102.1621,36.2951,-10.1389,13.9751,2.3296,33.7597,878719.5467,11:10:18.514332
128A_05570_131313,20160909.0000,102.6042,34.3037,-10.1899,13.9794,2.3296,33.7951,878719.5467,11:09:45.417821
128A_05769_131313,20160909.0000,103.0245,32.3114,-10.2568,13.9823,2.3296,33.8287,878719.5467,11:09:12.321310
128A_05969_131313,20160909.0000,103.4422,30.3169,-10.3289,13.9877,2.3296,33.8898,878719.5467,11:08:39.222742
128A_06168_131313,20160909.0000,103.8501,28.3202,-10.4096,13.9915,2.3296,33.9171,878719.5467,11:08:06.120063
128A_06368_131313,20160909.0000,104.2674,26.3259,-10.4885,13.9952,2.3296,33.9433,878719.5467,11:07:33.019440
128A_06567_131313,20160909.0000,104.6749,24.3302,-10.5758,13.9982,2.3296,33.9679,878719.5467,11:06:59.916761
128A_06767_131313,20201018.0000,105.0738,22.3309,-10.6694,14.0032,2.3296,39.7059,878728.0328,11:06:52.740345
128D_06934_131312,20200819.0000,-87.5897,20.6694,-169.2440,14.0036,2.3296,39.6470,877792.0482,11:44:47.253723
128D_07132_131313,20200819.0000,-87.9944,18.6708,-169.1461,14.0071,2.3296,39.6613,877792.0482,11:45:20.361540
128D_07331_131313,20200819.0000,-88.4357,16.6805,-169.0550,14.0105,2.3296,39.6713,877792.0482,11:45:53.458052
128D_07531_131313,20170308.0000,-88.7990,14.6737,-168.9365,14.0138,2.3296,33.9192,877790.8834,11:45:59.323853
128D_07552_151615,20200620.0000,-88.8503,14.4811,-168.9307,14.0137,2.3296,39.6733,877792.0482,11:46:26.417292
128D_07650_030403,20170308.0000,-89.0437,13.4794,-168.8705,14.0206,2.3296,33.9252,877790.8834,11:46:19.114749
128D_09016_110500,20170308.0000,-91.2565,-0.1154,-168.0465,14.0434,2.3296,33.8573,851154.1723,11:50:02.954691
129A_04474_212121,20200912.0000,75.3233,45.2451,-10.0681,13.9488,2.3296,39.3166,879171.6481,12:51:57.541535
129A_04740_131313,20200819.0000,76.0169,42.6001,-10.0408,13.9553,2.3296,39.3789,879170.4833,12:51:12.134903
129A_04939_131313,20200819.0000,76.4990,40.6147,-10.0523,13.9604,2.3296,39.4253,879170.4833,12:50:39.035308
129A_05138_131313,20200819.0000,76.9664,38.6277,-10.0787,13.9688,2.3296,39.4704,879171.6481,12:50:05.936740
129A_05337_131313,20160909.0000,77.4346,36.6394,-10.1106,13.9741,2.3296,33.7950,879257.8419,12:49:08.888093
129A_05535_131313,20160909.0000,77.8713,34.6528,-10.1637,13.9811,2.3296,33.8677,879257.8419,12:48:35.790554
129A_05735_131313,20201205.0000,78.2707,32.6548,-10.2428,13.9807,2.3296,39.5886,879170.4833,12:48:27.634082
129A_05935_131313,20160909.0000,78.6828,30.6617,-10.3175,13.9809,2.3296,33.9332,879257.8419,12:47:29.598557
129A_06134_131313,20160909.0000,79.0827,28.6649,-10.4016,13.9880,2.3296,33.9945,879257.8419,12:46:56.497935
129A_06317_111111,20160909.0000,79.4474,26.9187,-10.4705,13.9880,2.3296,33.9945,879257.8419,12:46:27.531035
129D_05049_131313,20170308.0000,-108.3316,39.4926,-169.9275,13.9588,2.3296,33.6891,879205.4267,13:17:52.352718
129D_05647_131313,20170308.0000,-109.6488,33.5178,-169.7768,13.9737,2.3296,33.8464,879205.4267,13:19:31.657670
129D_06105_232016,20200620.0000,-110.6372,28.7584,-169.6036,13.9797,2.3296,39.6716,879205.4267,13:21:14.530892
129D_06459_131617,20200620.0000,-111.3222,25.4591,-169.4702,13.9923,2.3296,39.7194,879205.4267,13:22:09.268301
129D_06492_131211,20170308.0000,-111.4212,24.9588,-169.4450,13.9924,2.3296,34.0280,879205.4267,13:21:53.676055
130A_04565_161616,20191129.0000,50.8547,44.3456,-10.0717,13.9467,2.3296,39.3157,878926.7113,14:30:20.898895
130A_05394_131213,20191129.0000,52.8279,36.0651,-10.1534,13.9707,2.3296,39.5056,878926.7113,14:28:02.958734
130A_05590_131313,20191129.0000,53.2555,34.1029,-10.2080,13.9764,2.3296,39.5457,878926.7113,14:27:30.341167
130A_05789_131313,20160909.0000,53.6897,32.1148,-10.2677,13.9829,2.3296,33.8978,879063.1571,14:26:38.360891
130A_05989_131313,20160909.0000,54.1172,30.1186,-10.3351,13.9857,2.3296,33.9288,879063.1571,14:26:05.258212
130A_06188_131313,20160909.0000,54.5193,28.1229,-10.4185,13.9897,2.3296,33.9850,879063.1571,14:25:32.154505
130A_06248_212118,20200620.0000,54.6402,27.4817,-10.4463,13.9921,2.3296,39.6666,878927.8760,14:25:42.113268
130A_06402_151514,20160909.0000,54.9457,25.9854,-10.5127,13.9934,2.3296,34.0113,879063.1571,14:24:56.720826
130A_09032_111110,20190509.0000,35.6392,-0.3144,-11.9929,14.0514,2.3296,39.6203,878399.0655,15:56:37.095815
130A_09212_131313,20190509.0000,36.0283,-2.1163,-12.1221,14.0521,2.3296,39.5879,878399.0655,15:56:07.237833
130A_09412_131313,20190509.0000,36.4582,-4.1143,-12.2711,14.0543,2.3296,39.5474,878399.0655,15:55:34.137209
130D_03464_131313,20170302.0000,-128.8056,55.3427,-169.6429,13.9173,2.3296,33.4873,881274.4698,14:51:30.169145
130D_03770_020202,20200720.0000,-129.7787,52.2924,-169.8476,13.9251,2.3296,39.3519,881273.3050,14:52:47.010660
131A_04551_131313,20160909.0000,26.1792,44.4997,-10.0393,13.9444,2.3296,33.8203,880758.4126,16:08:49.077148
131A_04945_121313,20160909.0000,27.1378,40.5263,-10.0628,13.9557,2.3296,33.9467,880758.4126,16:07:42.868709
