frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,slope_plates_vel_azi_itrf2014,slope_daz_mm_mmyear,daz_mm_RMSE_selection,daz_mm_count_selection,intercept_daz_mm_mmyear,daz_mm_RMSE_mmy_full,daz_mm_notide_RMSE_selection,daz_mm_notide_count_selection,slope_daz_mm_notide_mmyear,intercept_daz_mm_notide_mmyear,daz_mm_notide_RMSE_mmy_full,daz_mm_notide_noiono_grad_RMSE_selection,daz_mm_notide_noiono_grad_count_selection,slope_daz_mm_notide_noiono_grad_mmyear,intercept_daz_mm_notide_noiono_grad_mmyear,daz_mm_notide_noiono_grad_RMSE_mmy_full
014A_05138_131313,20160901,35.7908,38.6299,-10.0995,13.9638,2.3296,39.4904,879171.6481,15:34:16.052653,A,7.094298411892588,11.844571285277254,21.66509540024288,77,11.195973821576535,4.909891518712487,20.51233295450385,75,11.805295006361956,104.9431139671889,4.931921923466727,22.33083826203672,79,13.12164641208072,86.88634985564428,5.063094117720352
014A_05334_121313,20160901,36.2413,36.6381,-10.1402,13.9686,2.3296,33.8306,879170.4833,15:33:42.953058,A,12.435394625783012,15.515132535998411,20.110958627969318,75,-5.826748032966279,5.708879725918879,23.219580105640752,80,15.4952283723712,84.8231407522194,5.50877890148637,22.151168843183207,77,17.19597299940639,58.7751921231187,5.699487276047095
014A_05540_151414,20160901,36.6634,34.6463,-10.2017,13.9735,2.3296,33.8662,879170.4833,15:33:09.852435,A,17.090893847942837,9.071770838177288,17.49855908061766,43,44.86117731249912,5.573462706295402,18.15635766588368,43,5.744996292254596,164.5703413561713,5.978532271309649,22.635960508307644,50,6.1226021255345,146.30888095625133,6.072164642127451
014A_07524_101303,20161218,40.6882,15.1034,-11.0404,14.0201,2.3296,39.659,877643.6217,15:27:45.611587,A,3.838490885872832,-3.965572738820341,23.366461105417645,31,129.28052956677226,6.557345907204732,23.578318507903884,32,-4.2764471397594095,221.17941847519347,6.320065390600881,34.73116332803924,30,2.0434843135666574,194.9670161988434,9.694764886830804
014A_07659_000004,20200724,41.8375,13.4244,-10.9604,13.9827,2.3296,43.9655,928646.9499,15:26:56.503566,B,4.675813763959493,-0.2131809825956885,39.72133217877104,78,-148.75626588901892,4.284039200098326,37.35260982458053,73,-0.311325832401553,-287.4125574919067,4.385165394313615,35.66806278070887,71,18.62369062888077,-400.2445976008373,4.431945551829776
014A_07688_131313,20180816,41.0844,13.1324,-11.1477,14.0261,2.3296,39.6593,877601.5823,15:26:42.955491,B,0.7666467114345127,0.539543696620559,34.52361886640147,46,15.591658660686264,4.137332926669554,28.518691899630458,41,0.8645532318379076,23.892640961270896,4.1923469370845,42.30391317693415,47,14.910311416898727,-86.63648060552083,5.374979927334541
014A_07884_121313,20180816,41.4781,11.1608,-11.2604,14.0299,2.3296,39.6564,877601.5823,15:26:10.327646,B,0.0,3.4638251398529403,32.21038835624061,44,6.135650543148682,4.427565050818179,26.82011996858517,38,2.471276885617157,26.36269742305132,4.441446203652919,42.02029388137569,45,11.145536251545307,-39.385991930620776,5.238708360923599
014A_08068_141313,20190507,41.8589,9.3257,-11.3655,14.0329,2.3296,39.6481,877601.5823,15:25:40.267811,B,0.0,0.575274369171458,18.79719164246613,25,-17.044812821905055,5.108911396271427,16.919942395326437,26,-2.671056640599504,6.867572269572005,5.294417907775096,29.84696732841061,27,0.1185956698194001,-42.99618119729215,5.825767920402964
014D_02786_131213,20200904,-142.8345,62.1402,-168.9173,13.9035,2.3296,39.2478,882519.8945,15:56:36.140453,A,19.46992501085753,27.831015291555527,27.74600370463581,67,-148.52024771454649,4.8496452816403846,23.839715450741007,66,28.747563800627912,-187.9329271446046,4.271241638143811,23.86681147647259,66,28.755856000060252,-186.7397548132473,4.268035998985512
015A_03923_131313,20190419,8.0471,50.7714,-10.1531,13.9323,2.3296,39.2916,880059.7104,17:16:34.292212,A,12.30607144531762,0.6696402243165558,24.73281639669092,36,-35.78969178871409,30.347866327148388,32.767335285488386,42,1.6423825192430563,-50.94606366816616,30.23445429174671,34.762432123333575,44,1.5789243985207668,-54.11729164944048,29.970926684629863
015A_04513_111313,20160901,9.6603,44.8269,-10.0249,13.9471,2.3296,33.8388,880679.3739,17:14:43.832255,A,11.908622921305057,10.738916808533853,23.455088691754025,117,-29.75023500763849,2.4769742020749197,24.31187253074046,119,9.446102981126373,17.62416342554269,2.3632035831240663,20.54352416256321,105,6.648900920572826,21.73874925923553,2.4089450214842354
015A_04723_101013,20160901,10.1384,42.7838,-10.0449,13.9508,2.3296,33.881,880679.3739,17:14:09.776826,A,11.75982082551922,14.20202096616766,24.721701538407,88,-53.99863577956893,2.751412817880324,23.354391908296044,87,13.544086151894456,-38.29001721204254,2.7036118287841138,24.45951541030555,85,10.501431379718984,-32.64591766613468,2.77957407061165
015A_05284_070309,20161130,11.3984,37.2587,-10.1379,13.9633,2.3296,33.7478,878930.9303,17:11:56.285084,B,3.2041780501081765,1.5302245587732788,37.10238890354331,20,-47.42398499979317,74.91806552381867,41.43323545049606,21,1.0029480922911616,-33.472571366561375,74.1050936783879,45.101367797394616,21,1.356930757699767,-13.702514125671504,71.11513669491714
016A_02562_091313,20191103,-21.356,64.2691,-11.4987,13.9024,2.3296,39.1858,882341.5757,18:58:31.975029,B,18.32095684439644,13.333359256683938,37.305424582912586,68,-7.562188249434129,12.716932626028,37.29251677318164,69,14.872110988574008,61.78477811580565,11.998107116720371,37.02314883150012,68,16.036198114007554,55.554420712433,12.13142561946035
017D_05353_130400,20190829,136.3116,36.8229,-169.6078,13.9638,2.3296,36.9034,852267.0374,20:59:44.904518,A,8.943884437433033,5.095418497485313,19.1435514441533,79,-23.483620258965416,2.566201588345648,17.30878153711711,77,6.319866078078634,-61.4740605257424,2.2831317970882985,17.375505641934488,77,6.381773237951112,-63.73421404023696,2.2846131172500264
017D_05514_131312,20190501,135.4459,34.8601,-169.8147,13.968,2.3296,39.5887,879115.2394,21:00:11.832712,A,8.13390917076984,3.8643053164348538,15.19744962225834,100,2.9999244968402703,1.4472002520970568,15.993515612227933,97,4.395257923193138,6.086057072821042,1.4707965572360844,16.533137995279226,100,5.480493536918734,-0.9393575223793428,1.4656341256553511
017D_05636_040304,20200413,135.1678,33.6141,-169.7817,13.9719,2.3296,39.6124,879114.0747,21:00:38.011733,A,4.5398460138849,0.0828056202493064,17.60340788412777,87,37.39270901028478,2.0122985330909877,19.9769401501351,95,0.2680685614280896,94.69775527520416,1.9090771809200824,19.26401605382326,94,0.3242346228492569,87.64868198856573,1.875259488517024
017D_08850_021413,20170324,128.601,1.4873,-168.1356,14.045,2.3296,34.0753,879283.6335,21:09:10.490701,A,7.045885656653378,-11.145408772341394,31.291348157389763,66,13.607060483664648,6.827474292490661,26.219620575654464,61,-11.075937995771548,-17.813575188282446,6.654153402724851,30.456849539213405,66,-10.858967945934747,-21.02043319856766,6.524926298097023
018A_12668_131313,20190501,-69.8479,-36.6681,-16.3502,14.0705,2.3296,38.8863,884524.3162,23:27:18.314566,A,10.566345542087488,9.37762666540649,26.3577935151838,112,-63.6220197018126,2.1607447306341947,24.11000877030742,110,10.903348037219608,-104.61113987595982,1.979072679739424,21.286224031912223,106,14.208352890679986,-139.23241283626788,1.967529124947077
018D_09287_131313,20170312,103.0052,-2.8859,-167.827,14.0486,2.3296,33.8182,878084.4082,22:49:07.315546,A,1.2120084425919804,1.0036534047141965,20.52813176246985,91,-32.991652910569854,2.247772895829924,15.211520304823864,84,0.3351329089423063,-53.582967053896674,2.119405074468448,16.319701673350526,85,-0.8556218424588357,-54.95301170312919,2.1397770775144798
018D_09415_060403,20170312,102.707,-4.2716,-167.7214,14.051,2.3296,33.7809,878083.2434,22:49:30.266860,A,-1.282910258770327,-7.929743280685548,22.77302914906865,91,-44.50528180526413,2.5651170387815125,19.6951202442093,86,-7.550142447370818,-114.92374355361868,2.417436026528252,22.13011444467071,90,-8.770170073310492,-116.41924959609072,2.435656820186116
019D_05022_131313,20160914,87.1794,39.7603,-169.9218,13.9546,2.3296,33.7013,879374.8192,0:16:08.360023,A,-3.3286755409028097,-15.571982620776252,23.937441829312117,70,3.84753555956587,3.203297270655919,24.52063014703929,70,-15.736050378557726,-77.45730950368902,3.1122662113234347,23.09978513809038,68,-15.18152878013912,-75.95310936918239,3.059461451060803
019D_05221_131313,20160914,86.6807,37.7728,-169.9135,13.9577,2.3296,33.7424,879374.8192,0:16:41.472979,A,-3.48785181791062,-13.384208769308447,29.44697571515458,18,50.58194230768886,15.41844152777043,23.027003986244548,18,-14.156299245369688,8.331627967629665,13.91680483473982,23.654562275844988,18,-14.313897463011452,13.599962679527508,14.13850514533642
019D_05420_131313,20160914,86.2238,35.7846,-169.8745,13.973,2.3296,33.8209,879374.8192,0:17:14.570519,A,-3.626344289173084,-17.39048990620021,25.909409338447823,50,74.56479790783445,2.773362951498588,18.994941833721537,44,-16.031728336704397,67.18417547576686,2.6413789038115563,19.14670572443236,45,-15.64876164740758,69.0623724805766,2.6363458190220026
019D_05619_131313,20160914,85.7897,33.7937,-169.8171,13.977,2.3296,33.8579,879374.8192,0:17:47.678337,A,-3.79741413791564,-17.465269088201854,24.299922962954973,57,67.52845294252589,3.1405221081224,23.473557257865743,58,-17.12433890400387,53.2833153099781,3.061216376810968,22.9352806389087,57,-17.077361309301043,56.50372958342091,3.0604016874564945
019D_05818_131313,20160914,85.362,31.8014,-169.7519,13.9808,2.3296,33.8933,879374.8192,0:18:20.776904,A,-3.93810436848027,-18.364631020125405,23.924113831284547,76,70.82476756508325,2.9325324416599807,19.89535834336056,72,-17.316849288325248,38.116575805145246,2.9352760745913247,18.73688071332041,71,-17.37460784564951,41.61508422315075,2.906404397541466
019D_06017_131313,20160914,84.9433,29.8083,-169.6782,13.9888,2.3296,33.9585,879374.8192,0:18:53.875472,A,-4.07653579446452,-11.314098757711283,18.673725206994703,68,52.09795639212086,2.424766853702492,20.55987463307765,71,-10.435927884167718,35.25278332658316,2.390053313037948,21.759630785036524,76,-10.762963104909954,38.03755366403293,2.3828113595721896
019D_06217_131313,20160914,84.5489,27.8072,-169.5887,13.9926,2.3296,33.9881,879374.8192,0:19:26.969928,A,-23.78312227542322,-17.26379017685126,27.592453012850896,93,68.93213676098063,5.373086991417369,29.363602179924595,98,-16.282910947960296,57.74709617735767,5.39997575445963,29.197511732940605,98,-16.993962539219403,60.21307677207287,5.347383553981577
020A_04566_131313,20190508,-113.6403,44.3337,-10.0196,13.9492,2.3296,39.4884,880425.8435,1:27:48.472263,B,-6.597426079394507,4.055222951591009,20.49344706871128,26,-143.4028460796289,12.228626251264014,20.908878550472373,24,2.637742360263316,-241.8329624094966,14.509725225014598,22.42226848118748,26,2.9490705225979026,-248.19349375306052,14.568631281688887
020A_04765_131313,20190414,-113.1577,42.3488,-10.0278,13.9536,2.3296,39.5386,880425.8435,1:27:14.418311,B,-6.497720254046672,0.5478212701221808,17.954063054924795,20,-86.01451832379556,20.833800489520357,23.68035095411338,19,0.303377940251161,-187.16942034305717,23.440606496615395,22.425092371631667,19,0.6348945492360814,-191.13278048468152,22.313086498776688
020A_05163_131313,20190508,-112.2308,38.3724,-10.0822,13.9646,2.3296,39.6253,880425.8435,1:26:09.175533,B,-6.335369700918737,0.0745148871892322,21.750273542034822,18,-108.965829276973,94.23725344192336,34.06563950185231,20,-0.4097619314017878,-194.9193335193216,97.94685102512052,31.54271652915263,19,-0.3763965969416716,-204.0999643725498,96.84057797510732
020A_05362_131313,20190508,-111.787,36.3819,-10.1282,13.9686,2.3296,39.6676,880425.8435,1:25:36.075938,B,-6.269422577189669,1.5821213237113223,22.17097528404217,21,-98.52574060981745,25.657957079220587,26.946323743885664,19,0.2423221069776979,-155.79806005995164,29.414237687087084,28.562494769989836,21,0.650169336761882,-168.45745747343966,27.15801753280152
020D_04935_131313,20160902,62.7082,40.6235,-169.9282,13.9506,2.3296,33.6153,879026.5497,1:54:37.918091,A,-10.13166202524125,-8.732253972956835,18.20001563424655,63,21.175302366849564,2.701643159465056,16.516325841412023,61,-9.327558665343624,-15.294805988942649,2.493390634821845,16.938122881304494,62,-9.546983211089966,-9.547320478870503,2.5229391794854776
020D_05135_131313,20160902,62.2548,38.6351,-169.894,13.9543,2.3296,33.659,879026.5497,1:55:11.020769,A,-10.270584173241126,-4.33116917769307,20.627932581559428,59,15.993784365168622,2.101756114996881,18.2860909458041,56,-4.669831968195137,-2.344858634165294,1.8808723612950904,17.547511080286803,54,-3.679206728686962,-2.0761488523363663,1.9489144075692573
020D_05334_131313,20160902,61.7974,36.6463,-169.8581,13.962,2.3296,33.7382,879026.5497,1:55:44.113170,A,-10.430547486390706,-12.371175343344037,17.895547320858576,59,78.36325807083074,2.4300444547989617,18.84171468170263,63,-12.241065908789924,89.57893698457721,2.210864172881543,18.670336928394683,61,-11.462625749687271,91.25138676699903,2.26198669320606
020D_05533_131313,20160902,61.3583,34.6567,-169.8073,13.9663,2.3296,33.7757,879027.7145,1:56:17.212766,A,-10.565472491100993,-12.429542755260943,12.231396463252905,27,41.34332267070677,1.8257525977757671,14.91760945210727,31,-11.25851530299032,13.48628645536315,1.7413986938830572,16.059719054217815,31,-10.535031663558028,14.186019215932047,1.857422052758425
020D_05732_131313,20160902,60.9143,32.6637,-169.7545,13.9709,2.3296,33.8117,879027.7145,1:56:50.310305,A,-10.721582834538616,-14.144612588874164,12.958270235039157,58,46.99900361608519,1.8248875860888043,17.855746111092937,67,-13.305533346136768,6.786570043375718,1.6893028019043272,19.303849785918068,70,-12.103413654584646,5.765887320234931,1.687621613192147
020D_05931_131313,20160902,60.5066,30.672,-169.6786,13.9777,2.3296,33.8782,879027.7145,1:57:23.412985,A,-10.854916228844631,-16.596461187839914,16.33175623883186,56,62.58036606597441,1.5714490921959867,15.417790619177318,55,-16.151511850680723,46.93230468589218,1.4625221481370043,17.115073663461754,58,-15.523077265684227,48.734994374832,1.5016688861847949
020D_06130_131313,20160902,60.0879,28.6771,-169.6048,13.9823,2.3296,33.9086,879026.5497,1:57:56.512580,A,-10.982865119963112,-10.172619392993075,13.682089572694633,26,6.237455270033486,5.202998930992613,18.854423937114756,33,-10.171460381301651,-55.5869528016605,5.533569114936165,18.74426833631207,32,-9.969797669926162,-53.55660505700005,5.318164729948993
020D_06330_131313,20160902,59.6687,26.6811,-169.5273,13.9871,2.3296,33.9367,879026.5497,1:58:29.613203,A,-11.106222586974914,-20.5367255142382,12.81751110063904,56,46.22382532326416,2.225318551901397,16.035590287376834,63,-19.11090103121871,-22.146475426658807,2.113079045760304,17.467529172042596,67,-19.067966258998734,-20.06312349535798,2.0917105212666383
020D_06446_030303,20160902,59.4293,25.517,-169.4771,13.9915,2.3296,33.9825,879027.7145,1:58:48.925154,A,-25.37970399628398,-24.19853254213765,16.60839961151983,65,77.10463842732882,1.8551928260408723,18.400628919812583,71,-23.605037069579463,32.53192707377127,1.7690843549104958,18.26214191992385,70,-23.88487697863426,35.39966943012789,1.7256128457164983
021D_04423_131313,20160902,39.2662,45.7431,-169.9461,13.938,2.3296,33.5937,879865.6912,3:31:57.213291,A,-15.362667874788762,-12.504187143403769,18.60186483095341,114,39.05624907112791,1.9761406823391927,18.39802392361372,118,-11.995573628817452,7.313800699779238,1.8103231856368984,18.11967424889202,118,-10.828357909768366,4.4189474136189855,1.8012672700379877
021D_04564_090603,20160902,38.8517,44.1472,-169.9616,13.9415,2.3296,33.6373,879865.6912,3:32:23.821438,A,-15.472148838798768,-18.67990461025258,25.26511668496823,63,54.09079691965918,2.423184971774018,22.21739685529461,62,-18.461279952840197,1.7957690777811592,2.356479091958194,21.96920649240237,61,-17.07510889364133,-3.616620208759191,2.3613929195858585
021D_04972_131213,20160902,37.9328,40.2822,-169.929,13.9546,2.3296,33.7638,879865.6912,3:33:28.240518,A,-15.73728780595969,-0.4907349799984559,29.7918447475973,73,-49.01761341047033,6.86901731337445,27.41324237717789,73,-1.485091205682546,-101.43285393741552,6.5598881710824735,26.890697579131416,73,-1.8069968184810787,-95.18247372621728,6.601122050728512
021D_05168_131313,20160902,37.4666,38.2948,-169.9023,13.9588,2.3296,33.8043,879865.6912,3:34:01.329835,A,-18.86467699554152,-23.207528767788578,24.557418153130595,104,53.0913606602049,2.61226510637325,20.40895121449683,97,-22.465573815187145,-16.75019828704886,2.431972424653525,18.93930670977372,92,-22.04039522252333,-13.81150052660564,2.4168906667372467
021D_05367_131313,20160902,37.0272,36.3051,-169.8539,13.9614,2.3296,33.8434,879865.6912,3:34:34.427375,A,-26.682799501838595,-24.292868358173116,22.730398561093217,102,34.240523764286394,2.764764369721319,20.802993473415533,107,-23.44851326328516,-63.60544343925698,2.463776635896425,20.98521114575909,108,-23.34230740762193,-58.703383248348494,2.47840809241382
021D_05566_131313,20160902,36.5929,34.3128,-169.7986,13.9688,2.3296,33.9175,879868.0207,3:35:07.529026,A,-24.80328399317354,-30.031927276636143,21.18362169084113,73,65.52596500642451,2.031002859510028,20.117901272340823,75,-29.476148132004745,-39.04317899874064,1.87860267384109,20.134354907576554,78,-28.739213596602838,-37.370394025948926,1.868437282112976
021D_05965_131313,20201222,35.7395,30.3283,-169.6663,13.9756,2.3296,39.6911,879809.2825,3:36:38.335745,A,-22.756815253445797,-33.1103100282642,19.452669380690534,182,221.82665624824728,1.3233253713527775,17.79874315487761,182,-33.1408933689603,333.46727977728244,1.2199402588625454,17.281048461831972,182,-32.39935704661576,331.2231658538754,1.2017160628338297
021D_07147_131313,20170307,33.3443,18.5128,-169.1375,14.007,2.3296,33.8853,877835.0378,3:38:44.658282,B,0.0,-2.966717844407885,20.55515414094766,22,-148.83696305324725,20.752909200899325,31.978371424072325,27,-2.42092912193701,-297.6613970817257,21.068396958419623,32.38965160071371,28,-2.4309892889538216,-289.59037185449563,21.1809919584866
021D_08954_121313,20170307,29.6553,0.4679,-168.0641,14.0467,2.3296,33.8299,878061.5045,3:43:43.466545,B,0.0,-3.2379025766096,41.6958683169041,17,-46.624449263359296,104.84455016059692,34.204468449682004,17,-4.017200122678049,-87.70003047096142,106.73262248681546,41.362878747823856,18,-3.909568546195269,-89.75232916072761,109.1414333188298
021D_09150_131313,20170325,29.2252,-1.5296,-167.9237,14.0488,2.3296,33.8656,878429.6825,3:44:58.903932,A,0.0,-17.341187043277213,27.59884721569816,101,57.887579515990126,3.0464423504288227,30.78648027030062,110,-18.980877791476413,40.07034924315501,2.958030282626109,29.478125210685285,107,-18.586254171591023,31.244816550989324,2.9087929228343303
022D_04389_141313,20160902,14.6531,46.0653,-169.9491,13.9373,2.3296,33.638,880310.3047,5:10:36.446595,A,-18.719161738860155,-13.86572906141459,27.180590927921838,31,-32.596711820851176,3.700666686460524,21.447908615937195,29,-14.11037235620488,-139.0836150154778,3.321505085725477,23.05809368702568,30,-13.306375134208484,-139.78484507731014,3.374484755524826
022D_04617_161617,20160902,14.0992,43.8306,-169.9524,13.9407,2.3296,33.6817,880310.3047,5:11:13.682997,A,-18.848512042076077,-17.9162483198098,26.597580718039147,28,-18.65990664662017,5.291668481112563,22.62729129361036,26,-17.767903427686043,-152.89897878861217,4.986444691156516,22.60500000003198,26,-17.842592561848832,-149.75519467148354,4.973526358429997
022D_04826_121209,20160902,13.5581,41.6252,-169.9459,13.9474,2.3296,33.7674,880310.3047,5:11:50.439427,A,-18.967175180526784,-26.73597358301562,25.9206575973427,154,5.800193828780351,3.385668566705332,24.14215979728781,153,-25.802901500329877,-120.80808076431852,3.281258878436887,24.102631523586837,156,-24.27287310978678,-124.1057837522882,3.2477637501441894
022D_05265_072009,20160902,12.5543,37.2046,-169.8663,13.9585,2.3296,33.8898,880311.4695,5:13:04.010870,A,-2.3070626608880875,1.8957847908137868,28.998617597850448,26,-178.15845773329332,53.66922925681891,25.808195768956637,24,1.6463116936999,-373.9922435437626,53.68117884960248,23.27267281067887,23,1.6554880505810514,-367.0195113477173,54.22784947619717
023A_13470_171714,20200327,170.1039,-44.7166,-18.4495,14.0656,2.3296,38.6902,886330.4517,7:38:07.359974,B,39.35282123498615,20.743276028559023,21.298820806098867,56,-168.91970856633276,2.906163669923468,21.31795096705938,60,20.27123305368105,-280.29802093802465,2.754694488142174,21.79879333180989,61,21.40189508889587,-287.7309596332596,2.7589370269463105
